date,value
15/11/2006,6.6375
16/11/2006,6.565
17/11/2006,6.605
20/11/2006,6.675
21/11/2006,6.73
22/11/2006,6.74
24/11/2006,6.8425
27/11/2006,6.88
28/11/2006,6.8625
29/11/2006,6.8225
30/11/2006,6.855
1/12/2006,6.77
4/12/2006,6.5925
5/12/2006,6.6425
6/12/2006,6.5425
7/12/2006,6.62
8/12/2006,6.56
11/12/2006,6.6675
12/12/2006,6.63
13/12/2006,6.61
14/12/2006,6.6275
15/12/2006,6.575
18/12/2006,6.48
19/12/2006,6.535
20/12/2006,6.4825
21/12/2006,6.5025
22/12/2006,6.595
26/12/2006,6.745
27/12/2006,6.758
28/12/2006,6.846
29/12/2006,6.945
2/1/2007,6.9725
3/1/2007,6.82
4/1/2007,6.755
5/1/2007,6.815
8/1/2007,6.7725
9/1/2007,6.645
10/1/2007,6.6475
11/1/2007,6.7425
12/1/2007,7.165
16/1/2007,7.085
17/1/2007,7.22
18/1/2007,7.1625
19/1/2007,7.1775
22/1/2007,7.1725
23/1/2007,7.2725
24/1/2007,7.15
25/1/2007,7.1325
26/1/2007,7.105
29/1/2007,7.095
30/1/2007,7.21
31/1/2007,7.195
1/2/2007,7.215
2/2/2007,7.3675
5/2/2007,7.4
6/2/2007,7.3875
7/2/2007,7.41
8/2/2007,7.4375
9/2/2007,7.4925
12/2/2007,7.4525
13/2/2007,7.55
14/2/2007,7.505
15/2/2007,7.5875
16/2/2007,7.67
20/2/2007,7.71
21/2/2007,7.8125
22/2/2007,7.8375
23/2/2007,7.814
26/2/2007,7.8505
27/2/2007,7.7265
28/2/2007,7.8465
1/3/2007,7.62
2/3/2007,7.535
5/3/2007,7.505
6/3/2007,7.4775
7/3/2007,7.5725
8/3/2007,7.59
9/3/2007,7.5975
12/3/2007,7.65
13/3/2007,7.555
14/3/2007,7.535
15/3/2007,7.505
16/3/2007,7.535
19/3/2007,7.595
20/3/2007,7.6475
21/3/2007,7.665
22/3/2007,7.7175
23/3/2007,7.695
26/3/2007,7.585
27/3/2007,7.57
28/3/2007,7.7075
29/3/2007,7.7825
30/3/2007,7.6125
2/4/2007,7.79
3/4/2007,7.6375
4/4/2007,7.61
5/4/2007,7.605
9/4/2007,7.49
10/4/2007,7.425
11/4/2007,7.465
12/4/2007,7.3825
13/4/2007,7.38
16/4/2007,7.36
17/4/2007,7.24
18/4/2007,7.155
19/4/2007,7.1825
20/4/2007,7.2325
23/4/2007,7.2125
24/4/2007,7.0975
25/4/2007,7.2475
26/4/2007,7.2495
27/4/2007,7.323
30/4/2007,7.401
1/5/2007,7.5625
2/5/2007,7.485
3/5/2007,7.4775
4/5/2007,7.475
7/5/2007,7.425
8/5/2007,7.395
9/5/2007,7.475
10/5/2007,7.4625
11/5/2007,7.6175
14/5/2007,7.705
15/5/2007,7.78
16/5/2007,7.9275
17/5/2007,7.9275
18/5/2007,7.925
21/5/2007,8.005
22/5/2007,7.9325
23/5/2007,8.005
24/5/2007,8.0525
25/5/2007,8.125
29/5/2007,7.975
30/5/2007,8.0825
31/5/2007,8.0625
1/6/2007,8.175
4/6/2007,8.1575
5/6/2007,8.2825
6/6/2007,8.2225
7/6/2007,8.32
8/6/2007,8.215
11/6/2007,8.3
12/6/2007,8.265
13/6/2007,8.2575
14/6/2007,8.275
15/6/2007,8.4725
18/6/2007,8.5525
19/6/2007,8.29
20/6/2007,8.39
21/6/2007,8.185
22/6/2007,7.97
25/6/2007,8.0425
26/6/2007,8.0865
27/6/2007,8.068
28/6/2007,8.1365
29/6/2007,8.546
2/7/2007,8.71
3/7/2007,8.5575
5/7/2007,8.6
6/7/2007,8.6925
9/7/2007,8.755
10/7/2007,8.935
11/7/2007,8.96
12/7/2007,9.145
13/7/2007,9.2175
16/7/2007,8.7175
17/7/2007,8.3375
18/7/2007,8.5125
19/7/2007,8.56
20/7/2007,8.5025
23/7/2007,8.1625
24/7/2007,8.2025
25/7/2007,8.15
26/7/2007,8.2315
27/7/2007,8.188
30/7/2007,8.277
31/7/2007,8.398
1/8/2007,8.325
2/8/2007,8.3825
3/8/2007,8.4475
6/8/2007,8.3425
7/8/2007,8.47
8/8/2007,8.62
9/8/2007,8.62
10/8/2007,8.56
13/8/2007,8.66
14/8/2007,8.51
15/8/2007,8.39
16/8/2007,7.9925
17/8/2007,8.115
20/8/2007,8.1175
21/8/2007,8.1575
22/8/2007,8.3125
23/8/2007,8.42
24/8/2007,8.49
27/8/2007,8.565
28/8/2007,8.5865
29/8/2007,8.648
30/8/2007,8.792
31/8/2007,8.796
4/9/2007,9.075
5/9/2007,9.03
6/9/2007,8.925
7/9/2007,9.0525
10/9/2007,9.18
11/9/2007,9.205
12/9/2007,9.385
13/9/2007,9.4125
14/9/2007,9.5475
17/9/2007,9.685
18/9/2007,9.695
19/9/2007,9.71
20/9/2007,9.885
21/9/2007,9.79
24/9/2007,9.7875
25/9/2007,9.73
26/9/2007,9.9075
27/9/2007,10.09
28/9/2007,9.9125
1/10/2007,9.915
2/10/2007,9.4375
3/10/2007,9.51
4/10/2007,9.5425
5/10/2007,9.405
8/10/2007,9.255
9/10/2007,9.5025
10/10/2007,9.6825
11/10/2007,9.815
12/10/2007,9.7675
15/10/2007,9.87
16/10/2007,9.775
17/10/2007,9.7425
18/10/2007,9.915
19/10/2007,9.8325
22/10/2007,9.765
23/10/2007,9.8175
24/10/2007,9.7625
25/10/2007,9.9475
26/10/2007,9.9905
29/10/2007,10.181
30/10/2007,10.0235
31/10/2007,10.226
1/11/2007,10.065
2/11/2007,10.1675
5/11/2007,10.21
6/11/2007,10.445
7/11/2007,10.385
8/11/2007,10.4125
9/11/2007,10.56
12/11/2007,10.4625
13/11/2007,10.5625
14/11/2007,10.795
15/11/2007,10.7875
16/11/2007,10.7775
19/11/2007,10.705
20/11/2007,10.87
21/11/2007,10.84
23/11/2007,11.0025
26/11/2007,11.0375
27/11/2007,10.91
28/11/2007,10.9675
29/11/2007,10.98
30/11/2007,10.8
3/12/2007,10.7875
4/12/2007,10.915
5/12/2007,10.995
6/12/2007,10.9875
7/12/2007,11.1975
10/12/2007,11.2575
11/12/2007,11.355
12/12/2007,11.515
13/12/2007,11.46
14/12/2007,11.57
17/12/2007,11.5675
18/12/2007,11.4975
19/12/2007,11.59
20/12/2007,11.6075
21/12/2007,11.775
24/12/2007,11.81
26/12/2007,12.245
27/12/2007,12.201
28/12/2007,12.169
31/12/2007,12.112
2/1/2008,12.4875
3/1/2008,12.675
4/1/2008,12.625
7/1/2008,12.4975
8/1/2008,12.67
9/1/2008,12.625
10/1/2008,12.6025
11/1/2008,12.9875
14/1/2008,12.965
15/1/2008,13.015
16/1/2008,12.77
17/1/2008,12.71
18/1/2008,12.64
22/1/2008,12.395
23/1/2008,11.895
24/1/2008,12.305
25/1/2008,12.43
28/1/2008,12.5375
29/1/2008,12.6675
30/1/2008,12.7575
31/1/2008,12.745
1/2/2008,12.8725
4/2/2008,13.26
5/2/2008,13.23
6/2/2008,13.185
7/2/2008,13.315
8/2/2008,13.39
11/2/2008,13.26
12/2/2008,13.21
13/2/2008,13.285
14/2/2008,13.68
15/2/2008,13.7375
19/2/2008,13.985
20/2/2008,13.9775
21/2/2008,14.0575
22/2/2008,14.2
25/2/2008,14.52
26/2/2008,14.7025
27/2/2008,14.655
28/2/2008,15.069
29/2/2008,15.336
3/3/2008,15.595
5/3/2008,15.085
6/3/2008,14.5875
7/3/2008,14.0875
10/3/2008,14.065
11/3/2008,14.0775
12/3/2008,13.95
13/3/2008,14.0275
14/3/2008,13.5275
17/3/2008,13.0275
18/3/2008,13.07
19/3/2008,12.57
20/3/2008,12.07
24/3/2008,12.57
25/3/2008,13.07
26/3/2008,13.52
27/3/2008,13.2725
28/3/2008,12.6725
31/3/2008,11.9725
1/4/2008,12.11
2/4/2008,12.43
3/4/2008,12.57
4/4/2008,12.77
7/4/2008,12.55
8/4/2008,12.515
9/4/2008,13.13
10/4/2008,13.56
11/4/2008,13.325
14/4/2008,13.725
15/4/2008,13.8
16/4/2008,13.4475
17/4/2008,13.505
18/4/2008,13.615
21/4/2008,13.155
22/4/2008,13.7475
23/4/2008,13.72
24/4/2008,13.4875
25/4/2008,13.28
28/4/2008,12.891
29/4/2008,12.879
30/4/2008,13.1155
2/5/2008,13.045
5/5/2008,12.86
6/5/2008,12.77
7/5/2008,13.09
8/5/2008,13.1
9/5/2008,13.58
12/5/2008,13.425
13/5/2008,13.795
14/5/2008,13.795
15/5/2008,13.475
16/5/2008,13.78
19/5/2008,13.33
20/5/2008,13.315
21/5/2008,13.49
22/5/2008,13.2475
23/5/2008,13.68
27/5/2008,13.4775
28/5/2008,13.7275
29/5/2008,13.2275
30/5/2008,13.635
2/6/2008,13.655
3/6/2008,13.595
4/6/2008,13.89
5/6/2008,14.52
6/6/2008,14.575
9/6/2008,14.52
10/6/2008,14.465
11/6/2008,15.165
12/6/2008,15.365
13/6/2008,15.6
16/6/2008,15.34
17/6/2008,15.58
18/6/2008,15.56
19/6/2008,15.455
20/6/2008,15.325
23/6/2008,15.15
24/6/2008,15.01
25/6/2008,15.38
26/6/2008,15.7425
27/6/2008,15.8
30/6/2008,15.994
1/7/2008,16.23
2/7/2008,16.395
3/7/2008,16.49
7/7/2008,15.79
8/7/2008,15.49
9/7/2008,15.72
10/7/2008,16.005
11/7/2008,16.155
14/7/2008,15.82
15/7/2008,15.42
16/7/2008,15.73
17/7/2008,15.21
18/7/2008,14.7
21/7/2008,14.095
22/7/2008,14.1675
23/7/2008,13.9425
24/7/2008,13.85
25/7/2008,13.9875
28/7/2008,13.9945
29/7/2008,13.8505
30/7/2008,13.949
31/7/2008,13.9455
1/8/2008,13.555
4/8/2008,12.855
5/8/2008,12.59
6/8/2008,12.135
7/8/2008,12.345
8/8/2008,11.77
11/8/2008,11.895
12/8/2008,12.075
13/8/2008,12.775
14/8/2008,12.6525
15/8/2008,12.115
18/8/2008,12.79
19/8/2008,12.67
20/8/2008,12.9375
21/8/2008,13.41
22/8/2008,13.21
25/8/2008,13.3925
26/8/2008,13.389
27/8/2008,13.48
28/8/2008,13.274
29/8/2008,13.256
2/9/2008,12.985
3/9/2008,12.515
4/9/2008,12.35
5/9/2008,11.77
8/9/2008,11.92
9/9/2008,12.01
10/9/2008,11.78
11/9/2008,11.76
12/9/2008,12.02
15/9/2008,11.79
16/9/2008,11.24
17/9/2008,11.39
18/9/2008,11.16
19/9/2008,11.435
22/9/2008,12.05
23/9/2008,11.87
24/9/2008,11.87
25/9/2008,11.83
26/9/2008,11.64
29/9/2008,10.94
30/9/2008,10.45
1/10/2008,10.53
2/10/2008,10.04
3/10/2008,9.92
6/10/2008,9.22
7/10/2008,9.26
8/10/2008,9.64
9/10/2008,9.8
10/10/2008,9.1
13/10/2008,9.28
14/10/2008,8.96
15/10/2008,8.58
16/10/2008,8.67
17/10/2008,8.94
20/10/2008,9.29
21/10/2008,9.08
22/10/2008,8.59
23/10/2008,8.845
24/10/2008,8.6375
27/10/2008,8.93
28/10/2008,8.806
29/10/2008,9.4115
30/10/2008,9.394
31/10/2008,9.3145
3/11/2008,9.375
4/11/2008,9.59
5/11/2008,9.04
6/11/2008,9.06
7/11/2008,9.21
10/11/2008,9.48
11/11/2008,9.16
12/11/2008,8.95
13/11/2008,8.94
14/11/2008,8.96
17/11/2008,9.065
18/11/2008,9.02
19/11/2008,8.97
20/11/2008,8.56
21/11/2008,8.4
24/11/2008,8.84
25/11/2008,8.83
26/11/2008,8.86
28/11/2008,8.83
1/12/2008,8.46
2/12/2008,8.27
3/12/2008,8.3
4/12/2008,8.11
5/12/2008,7.835
8/12/2008,8.205
9/12/2008,8.13
10/12/2008,8.295
11/12/2008,8.565
12/12/2008,8.54
15/12/2008,8.46
16/12/2008,8.585
17/12/2008,8.64
18/12/2008,8.695
19/12/2008,8.6825
22/12/2008,8.865
23/12/2008,9.01
24/12/2008,9.1575
26/12/2008,9.527
29/12/2008,9.413
30/12/2008,9.501
31/12/2008,9.7845
2/1/2009,9.77
5/1/2009,9.87
6/1/2009,10.16
7/1/2009,9.9
8/1/2009,9.895
9/1/2009,10.36
12/1/2009,9.66
13/1/2009,9.715
14/1/2009,9.715
15/1/2009,9.945
16/1/2009,10.2
20/1/2009,9.92
21/1/2009,10.205
22/1/2009,10.12
23/1/2009,10.09
26/1/2009,10.09
27/1/2009,9.76
28/1/2009,9.825
29/1/2009,9.705
30/1/2009,9.8
2/2/2009,9.595
3/2/2009,9.46
4/2/2009,9.495
5/2/2009,9.8
6/2/2009,10.01
9/2/2009,10.02
10/2/2009,9.94
11/2/2009,9.78
12/2/2009,9.685
13/2/2009,9.555
17/2/2009,9.03
18/2/2009,8.875
19/2/2009,8.845
20/2/2009,8.625
23/2/2009,8.7275
24/2/2009,8.815
25/2/2009,8.788
26/2/2009,8.688
27/2/2009,8.725
2/3/2009,8.44
3/3/2009,8.535
4/3/2009,8.685
5/3/2009,8.52
6/3/2009,8.67
9/3/2009,8.65
10/3/2009,8.77
11/3/2009,8.62
12/3/2009,8.82
13/3/2009,8.765
16/3/2009,9.11
17/3/2009,9.13
18/3/2009,9.15
19/3/2009,9.405
20/3/2009,9.52
23/3/2009,9.555
24/3/2009,9.67
25/3/2009,9.51
26/3/2009,9.44
27/3/2009,9.17
30/3/2009,9.045
31/3/2009,9.52
1/4/2009,9.52
2/4/2009,9.77
3/4/2009,9.955
6/4/2009,9.94
7/4/2009,9.895
8/4/2009,10.06
9/4/2009,10.07
13/4/2009,10.215
14/4/2009,10.36
15/4/2009,10.35
16/4/2009,10.585
17/4/2009,10.51
20/4/2009,10.185
21/4/2009,10.38
22/4/2009,10.46
23/4/2009,10.3775
24/4/2009,10.4025
27/4/2009,10.032
28/4/2009,9.869
29/4/2009,10.286
30/4/2009,10.58
1/5/2009,10.91
4/5/2009,11.035
5/5/2009,11.01
6/5/2009,11.18
7/5/2009,11.02
8/5/2009,11.115
11/5/2009,11.16
12/5/2009,11.175
13/5/2009,11.28
14/5/2009,11.475
15/5/2009,11.305
18/5/2009,11.465
19/5/2009,11.62
20/5/2009,11.69
21/5/2009,11.75
22/5/2009,11.66
26/5/2009,11.855
27/5/2009,11.87
28/5/2009,11.79
29/5/2009,11.84
1/6/2009,12.185
2/6/2009,12.09
3/6/2009,11.82
4/6/2009,12.3
5/6/2009,12.255
8/6/2009,12.325
9/6/2009,12.435
10/6/2009,12.46
11/6/2009,12.67
12/6/2009,12.455
15/6/2009,11.97
16/6/2009,12.0125
17/6/2009,12.0625
18/6/2009,12.1375
19/6/2009,11.79
22/6/2009,11.515
23/6/2009,11.79
24/6/2009,11.85
25/6/2009,11.822
26/6/2009,11.718
29/6/2009,11.592
30/6/2009,11.4065
1/7/2009,11.605
2/7/2009,11.54
6/7/2009,11.185
7/7/2009,10.535
8/7/2009,10.15
9/7/2009,10.475
10/7/2009,10.4475
13/7/2009,10.185
14/7/2009,10.345
15/7/2009,10.205
16/7/2009,9.76
17/7/2009,10.095
20/7/2009,10.33
21/7/2009,10.145
22/7/2009,10.185
23/7/2009,10.235
24/7/2009,10.21
27/7/2009,10.2125
28/7/2009,10.372
29/7/2009,10.201
30/7/2009,10.687
31/7/2009,10.62
3/8/2009,10.885
4/8/2009,10.835
5/8/2009,10.88
6/8/2009,10.795
7/8/2009,10.905
10/8/2009,10.675
11/8/2009,10.975
12/8/2009,10.925
13/8/2009,10.6525
14/8/2009,10.245
17/8/2009,9.88
18/8/2009,9.955
19/8/2009,9.97
20/8/2009,9.9925
21/8/2009,10.23
24/8/2009,10.8
25/8/2009,10.91
26/8/2009,10.717
27/8/2009,10.6695
28/8/2009,10.609
31/8/2009,10.036
1/9/2009,9.555
2/9/2009,9.51
3/9/2009,9.415
4/9/2009,9.22
8/9/2009,9.365
9/9/2009,9.285
10/9/2009,9.265
11/9/2009,9.03
14/9/2009,9.09
15/9/2009,9.6
16/9/2009,9.505
17/9/2009,9.53
18/9/2009,9.41
21/9/2009,9.135
22/9/2009,9.22
23/9/2009,9.205
24/9/2009,9.195
25/9/2009,9.26
28/9/2009,9.195
29/9/2009,9.17
30/9/2009,9.27
1/10/2009,9.18
2/10/2009,8.85
5/10/2009,8.85
6/10/2009,9.1
7/10/2009,9.12
8/10/2009,9.36
9/10/2009,9.64
12/10/2009,9.99
13/10/2009,9.93
14/10/2009,9.94
15/10/2009,9.83
16/10/2009,9.775
19/10/2009,9.9625
20/10/2009,9.825
21/10/2009,10.085
22/10/2009,10.055
23/10/2009,10.06
26/10/2009,9.865
27/10/2009,9.741
28/10/2009,9.693
29/10/2009,9.864
30/10/2009,9.768
2/11/2009,9.98
3/11/2009,10.105
4/11/2009,9.99
5/11/2009,9.72
6/11/2009,9.55
9/11/2009,9.72
10/11/2009,9.68
11/11/2009,9.72
12/11/2009,9.9
13/11/2009,9.87
16/11/2009,10.1
17/11/2009,10.295
18/11/2009,10.27
19/11/2009,10.39
20/11/2009,10.46
23/11/2009,10.42
24/11/2009,10.46
25/11/2009,10.545
27/11/2009,10.53
30/11/2009,10.605
1/12/2009,10.595
2/12/2009,10.34
3/12/2009,10.47
4/12/2009,10.43
7/12/2009,10.53
8/12/2009,10.44
9/12/2009,10.285
10/12/2009,10.27
11/12/2009,10.35
14/12/2009,10.55
15/12/2009,10.55
16/12/2009,10.595
17/12/2009,10.22
18/12/2009,10.12
21/12/2009,10.01
22/12/2009,9.91
23/12/2009,10.0125
24/12/2009,9.995
28/12/2009,10.308
29/12/2009,10.416
30/12/2009,10.412
31/12/2009,10.4675
4/1/2010,10.58
5/1/2010,10.61
6/1/2010,10.59
7/1/2010,10.26
8/1/2010,10.22
11/1/2010,10.105
12/1/2010,9.78
13/1/2010,9.925
14/1/2010,9.84
15/1/2010,9.74
19/1/2010,9.635
20/1/2010,9.5
21/1/2010,9.54
22/1/2010,9.515
25/1/2010,9.405
26/1/2010,9.475
27/1/2010,9.29
28/1/2010,9.3175
29/1/2010,9.14
1/2/2010,9.0975
2/2/2010,9.255
3/2/2010,9.08
4/2/2010,9.14
5/2/2010,9.135
8/2/2010,9.295
9/2/2010,9.245
10/2/2010,9.375
11/2/2010,9.43
12/2/2010,9.45
16/2/2010,9.655
17/2/2010,9.515
18/2/2010,9.48
19/2/2010,9.45
22/2/2010,9.615
23/2/2010,9.539
24/2/2010,9.585
25/2/2010,9.466
26/2/2010,9.59
1/3/2010,9.625
2/3/2010,9.635
3/3/2010,9.635
4/3/2010,9.42
5/3/2010,9.4275
8/3/2010,9.48
9/3/2010,9.475
10/3/2010,9.58
11/3/2010,9.305
12/3/2010,9.255
15/3/2010,9.3
16/3/2010,9.45
17/3/2010,9.59
18/3/2010,9.595
19/3/2010,9.6175
22/3/2010,9.685
23/3/2010,9.68
24/3/2010,9.6
25/3/2010,9.425
26/3/2010,9.52
29/3/2010,9.675
30/3/2010,9.74
31/3/2010,9.41
1/4/2010,9.42
5/4/2010,9.36
6/4/2010,9.445
7/4/2010,9.525
8/4/2010,9.465
9/4/2010,9.5225
12/4/2010,9.6
13/4/2010,9.68
14/4/2010,9.69
15/4/2010,9.84
16/4/2010,9.8525
19/4/2010,9.7675
20/4/2010,9.84
21/4/2010,9.955
22/4/2010,10.0425
23/4/2010,10
26/4/2010,9.9875
27/4/2010,9.848
28/4/2010,9.8705
29/4/2010,9.919
30/4/2010,9.971
3/5/2010,9.865
4/5/2010,9.87
5/5/2010,9.78
6/5/2010,9.54
7/5/2010,9.6
10/5/2010,9.61
11/5/2010,9.66
12/5/2010,9.655
13/5/2010,9.645
14/5/2010,9.535
17/5/2010,9.41
18/5/2010,9.395
19/5/2010,9.385
20/5/2010,9.44
21/5/2010,9.41
24/5/2010,9.405
25/5/2010,9.305
26/5/2010,9.38
27/5/2010,9.5175
28/5/2010,9.3775
1/6/2010,9.32
2/6/2010,9.325
3/6/2010,9.55
4/6/2010,9.35
7/6/2010,9.35
8/6/2010,9.31
9/6/2010,9.435
10/6/2010,9.35
11/6/2010,9.4625
14/6/2010,9.515
15/6/2010,9.495
16/6/2010,9.5775
17/6/2010,9.52
18/6/2010,9.61
21/6/2010,9.6325
22/6/2010,9.655
23/6/2010,9.58
24/6/2010,9.555
25/6/2010,9.538
28/6/2010,9.492
29/6/2010,9.378
30/6/2010,9.345
1/7/2010,9.37
2/7/2010,9.445
6/7/2010,9.405
7/7/2010,9.6775
8/7/2010,9.83
9/7/2010,9.9325
12/7/2010,9.9775
13/7/2010,9.95
14/7/2010,9.975
15/7/2010,10.19
16/7/2010,10.195
19/7/2010,10.08
20/7/2010,10.1175
21/7/2010,10.1525
22/7/2010,10.16
23/7/2010,10.17
26/7/2010,9.9825
27/7/2010,9.93
28/7/2010,10.003
29/7/2010,10.0635
30/7/2010,10.201
2/8/2010,10.1925
3/8/2010,10.2275
4/8/2010,10.2925
5/8/2010,10.3475
6/8/2010,10.39
9/8/2010,10.345
10/8/2010,10.2125
11/8/2010,10.165
12/8/2010,10.26
13/8/2010,10.435
16/8/2010,10.34
17/8/2010,10.4525
18/8/2010,10.3525
19/8/2010,10.1675
20/8/2010,10.0925
23/8/2010,10.07
24/8/2010,9.995
25/8/2010,10
26/8/2010,10.133
27/8/2010,10.236
30/8/2010,10.207
31/8/2010,10.096
1/9/2010,10.055
2/9/2010,10.09
3/9/2010,10.35
7/9/2010,10.52
8/9/2010,10.4875
9/9/2010,10.46
10/9/2010,10.31
13/9/2010,10.345
14/9/2010,10.355
15/9/2010,10.425
16/9/2010,10.3625
17/9/2010,10.69
20/9/2010,10.845
21/9/2010,10.8
22/9/2010,10.885
23/9/2010,10.935
24/9/2010,11.26
27/9/2010,11.285
28/9/2010,11.1
29/9/2010,10.99
30/9/2010,11.0675
1/10/2010,10.57
4/10/2010,10.54
5/10/2010,10.7175
6/10/2010,10.62
7/10/2010,10.65
8/10/2010,11.35
11/10/2010,11.525
12/10/2010,11.785
13/10/2010,11.765
14/10/2010,11.885
15/10/2010,11.85
18/10/2010,11.84
19/10/2010,11.8
20/10/2010,12.12
21/10/2010,12.015
22/10/2010,11.995
25/10/2010,12.1775
26/10/2010,12.214
27/10/2010,12.2865
28/10/2010,12.316
29/10/2010,12.34
1/11/2010,12.35
2/11/2010,12.34
3/11/2010,12.375
4/11/2010,12.7475
5/11/2010,12.84
8/11/2010,12.7475
9/11/2010,13.29
10/11/2010,13.195
11/11/2010,13.39
12/11/2010,12.69
15/11/2010,12.865
16/11/2010,12.1975
17/11/2010,12.05
18/11/2010,12.42
19/11/2010,12.015
22/11/2010,12.215
23/11/2010,12.39
24/11/2010,12.55
26/11/2010,12.385
29/11/2010,12.35
30/11/2010,12.43
1/12/2010,12.83
2/12/2010,12.7975
3/12/2010,13.0025
6/12/2010,12.885
7/12/2010,12.855
8/12/2010,12.96
9/12/2010,12.815
10/12/2010,12.73
13/12/2010,13.025
14/12/2010,12.96
15/12/2010,12.965
16/12/2010,12.89
17/12/2010,12.9875
20/12/2010,13.1525
21/12/2010,13.2625
22/12/2010,13.2875
23/12/2010,13.495
27/12/2010,13.73
28/12/2010,13.78
29/12/2010,13.704
30/12/2010,13.72
31/12/2010,14.0115
3/1/2011,13.79
4/1/2011,13.695
5/1/2011,13.935
6/1/2011,13.78
7/1/2011,13.65
10/1/2011,13.805
11/1/2011,13.57
12/1/2011,14.15
13/1/2011,14.16
14/1/2011,14.225
18/1/2011,14.1325
19/1/2011,14.115
20/1/2011,14.1425
21/1/2011,14.1225
24/1/2011,14.045
25/1/2011,13.745
26/1/2011,13.855
27/1/2011,13.995
28/1/2011,13.98
31/1/2011,14.13
1/2/2011,14.38
2/2/2011,14.44
3/2/2011,14.355
4/2/2011,14.335
7/2/2011,14.245
8/2/2011,14.3425
9/2/2011,14.51
10/2/2011,14.33
11/2/2011,14.16
14/2/2011,14.0275
15/2/2011,13.68
16/2/2011,13.66
17/2/2011,14.045
18/2/2011,13.68
22/2/2011,12.98
23/2/2011,13.223
24/2/2011,13.2265
25/2/2011,13.712
28/2/2011,13.6325
1/3/2011,13.7525
2/3/2011,13.9425
3/3/2011,14.12
4/3/2011,14.14
7/3/2011,13.95
8/3/2011,13.82
9/3/2011,13.49
10/3/2011,13.555
11/3/2011,13.345
14/3/2011,13.4
15/3/2011,12.7
16/3/2011,12.87
17/3/2011,13.3525
18/3/2011,13.625
21/3/2011,13.63
22/3/2011,13.655
23/3/2011,13.5125
24/3/2011,13.545
25/3/2011,13.5825
28/3/2011,13.485
29/3/2011,13.615
30/3/2011,13.72
31/3/2011,14.1025
1/4/2011,13.9375
4/4/2011,13.84
5/4/2011,13.7325
6/4/2011,13.765
7/4/2011,13.635
8/4/2011,13.9225
11/4/2011,13.685
12/4/2011,13.2975
13/4/2011,13.335
14/4/2011,13.31
15/4/2011,13.3175
18/4/2011,13.4425
19/4/2011,13.42
20/4/2011,13.5775
21/4/2011,13.805
25/4/2011,13.895
26/4/2011,13.8405
27/4/2011,13.806
28/4/2011,13.522
29/4/2011,13.9375
2/5/2011,13.93
3/5/2011,13.6375
4/5/2011,13.52
5/5/2011,13.2175
6/5/2011,13.26
9/5/2011,13.35
10/5/2011,13.38
11/5/2011,13.3175
12/5/2011,13.4275
13/5/2011,13.295
16/5/2011,13.265
17/5/2011,13.41
18/5/2011,13.795
19/5/2011,13.795
20/5/2011,13.8025
23/5/2011,13.7375
24/5/2011,13.7225
25/5/2011,13.77
26/5/2011,13.8475
27/5/2011,13.7975
31/5/2011,13.76
1/6/2011,13.8625
2/6/2011,14.07
3/6/2011,14.145
6/6/2011,13.8325
7/6/2011,13.94
8/6/2011,14.015
9/6/2011,13.9375
10/6/2011,13.8725
13/6/2011,13.8275
14/6/2011,13.68
15/6/2011,13.68
16/6/2011,13.505
17/6/2011,13.33
20/6/2011,13.3575
21/6/2011,13.4875
22/6/2011,13.3025
23/6/2011,13.1775
24/6/2011,13.2025
27/6/2011,13.2835
28/6/2011,13.2825
29/6/2011,13.302
30/6/2011,13.0085
1/7/2011,13.1275
5/7/2011,13.2225
6/7/2011,13.2225
7/7/2011,13.4075
8/7/2011,13.4675
11/7/2011,13.465
12/7/2011,13.555
13/7/2011,13.7475
14/7/2011,13.82
15/7/2011,13.8575
18/7/2011,13.855
19/7/2011,13.7925
20/7/2011,13.7825
21/7/2011,13.8025
22/7/2011,13.8025
25/7/2011,13.655
26/7/2011,13.8245
27/7/2011,13.7415
28/7/2011,13.646
29/7/2011,13.4965
1/8/2011,13.5325
2/8/2011,13.7
3/8/2011,13.6375
4/8/2011,13.3625
5/8/2011,13.28
8/8/2011,13.045
9/8/2011,12.9325
10/8/2011,12.955
11/8/2011,13.2475
12/8/2011,13.2775
15/8/2011,13.435
16/8/2011,13.4
17/8/2011,13.5675
18/8/2011,13.52
19/8/2011,13.5975
22/8/2011,13.765
23/8/2011,13.895
24/8/2011,13.865
25/8/2011,13.86
26/8/2011,14.165
29/8/2011,14.416
30/8/2011,14.537
31/8/2011,14.558
1/9/2011,14.345
2/9/2011,14.4575
6/9/2011,14.225
7/9/2011,14.2075
8/9/2011,14.1825
9/9/2011,14.2675
12/9/2011,13.96
13/9/2011,13.9175
14/9/2011,13.8275
15/9/2011,13.5875
16/9/2011,13.555
19/9/2011,13.36
20/9/2011,13.38
21/9/2011,13.205
22/9/2011,12.83
23/9/2011,12.58
26/9/2011,12.5975
27/9/2011,12.63
28/9/2011,12.235
29/9/2011,12.3
30/9/2011,11.79
3/10/2011,11.775
4/10/2011,11.6
5/10/2011,11.6375
6/10/2011,11.6375
7/10/2011,11.5825
10/10/2011,11.775
11/10/2011,12.355
12/10/2011,12.395
13/10/2011,12.57
14/10/2011,12.7
17/10/2011,12.53
18/10/2011,12.5075
19/10/2011,12.25
20/10/2011,12.25
21/10/2011,12.1225
24/10/2011,12.2675
25/10/2011,12.255
